x1,x2,y
6.3272,0.33525,1
6.3302,0.36463,1
6.3331,0.39405,1
6.3358,0.42351,1
6.3384,0.453,1
6.3408,0.48252,1
6.3431,0.51207,1
6.3453,0.54165,1
6.3473,0.57127,1
6.3492,0.60091,1
6.3509,0.63058,1
6.3525,0.66029,1
6.354,0.69002,1
6.3553,0.71978,1
6.3565,0.74956,1
6.3576,0.77937,1
6.3585,0.80921,1
6.3593,0.83907,1
6.3599,0.86896,1
6.3604,0.89887,1
6.3607,0.9288,1
6.3609,0.95876,1
6.361,0.98873,1
6.3609,1.0187,1
6.3607,1.0487,1
6.3604,1.0788,1
6.3599,1.1088,1
6.3592,1.1389,1
6.3584,1.169,1
6.3575,1.1991,1
6.3564,1.2292,1
6.3552,1.2594,1
6.3539,1.2895,1
6.3524,1.3197,1
6.3507,1.3499,1
6.349,1.3801,1
6.347,1.4103,1
6.345,1.4405,1
6.3428,1.4707,1
6.3404,1.501,1
6.3379,1.5312,1
6.3352,1.5615,1
6.3325,1.5918,1
6.3295,1.622,1
6.3264,1.6523,1
6.3232,1.6826,1
6.3198,1.7129,1
6.3163,1.7432,1
6.3127,1.7735,1
6.3089,1.8038,1
6.3049,1.8341,1
6.3008,1.8644,1
6.2966,1.8947,1
6.2922,1.925,1
6.2877,1.9553,1
6.283,1.9857,1
6.2782,2.016,1
6.2732,2.0463,1
6.2681,2.0766,1
6.2628,2.1069,1
6.2574,2.1372,1
6.2519,2.1674,1
6.2461,2.1977,1
6.2403,2.228,1
6.2343,2.2583,1
6.2282,2.2885,1
6.2219,2.3188,1
6.2154,2.349,1
6.2089,2.3793,1
6.2021,2.4095,1
6.1953,2.4397,1
6.1882,2.4699,1
6.1811,2.5001,1
6.1738,2.5302,1
6.1663,2.5604,1
6.1587,2.5905,1
6.1509,2.6207,1
6.143,2.6508,1
6.135,2.6809,1
6.1268,2.7109,1
6.1185,2.741,1
6.11,2.771,1
6.1013,2.8011,1
6.0925,2.831,1
6.0836,2.861,1
6.0745,2.891,1
6.0653,2.9209,1
6.0559,2.9508,1
6.0464,2.9807,1
6.0368,3.0105,1
6.0269,3.0404,1
6.017,3.0702,1
6.0069,3.0999,1
5.9966,3.1297,1
5.9862,3.1594,1
5.9757,3.1891,1
5.965,3.2188,1
5.9542,3.2484,1
5.9432,3.278,1
5.932,3.3075,1
5.9208,3.3371,1
5.9093,3.3666,1
5.8978,3.396,1
5.886,3.4255,1
5.8742,3.4549,1
5.8622,3.4842,1
5.85,3.5135,1
5.8377,3.5428,1
5.8253,3.572,1
5.8127,3.6012,1
5.7999,3.6304,1
5.7871,3.6595,1
5.774,3.6886,1
5.7609,3.7176,1
5.7476,3.7466,1
5.7341,3.7756,1
5.7205,3.8045,1
5.7067,3.8333,1
5.6928,3.8621,1
5.6788,3.8909,1
5.6646,3.9196,1
5.6503,3.9483,1
5.6358,3.9769,1
5.6212,4.0055,1
5.6064,4.034,1
5.5915,4.0625,1
5.5765,4.0909,1
5.5613,4.1193,1
5.546,4.1476,1
5.5305,4.1758,1
5.5149,4.204,1
5.4991,4.2322,1
5.4832,4.2603,1
5.4671,4.2883,1
5.451,4.3163,1
5.4346,4.3442,1
5.4182,4.3721,1
5.4015,4.3999,1
5.3848,4.4276,1
5.3679,4.4553,1
5.3509,4.4829,1
5.3337,4.5105,1
5.3164,4.538,1
5.2989,4.5654,1
5.2813,4.5927,1
5.2636,4.62,1
5.2457,4.6473,1
5.2277,4.6744,1
5.2095,4.7015,1
5.1912,4.7286,1
5.1728,4.7555,1
5.1542,4.7824,1
5.1355,4.8092,1
5.1167,4.836,1
5.0977,4.8627,1
5.0786,4.8893,1
5.0593,4.9158,1
5.0399,4.9423,1
5.0204,4.9687,1
5.0007,4.995,1
4.9809,5.0212,1
4.961,5.0474,1
4.9409,5.0734,1
4.9207,5.0994,1
4.9003,5.1254,1
4.8799,5.1512,1
4.8593,5.177,1
4.8385,5.2026,1
4.8176,5.2282,1
4.7966,5.2538,1
4.7755,5.2792,1
4.7542,5.3046,1
4.7328,5.3298,1
4.7112,5.355,1
4.6896,5.3801,1
4.6678,5.4051,1
4.6458,5.4301,1
4.6237,5.4549,1
4.6015,5.4796,1
4.5792,5.5043,1
4.5568,5.5289,1
4.5342,5.5534,1
4.5115,5.5777,1
4.4886,5.602,1
4.4656,5.6263,1
4.4425,5.6504,1
4.4193,5.6744,1
4.396,5.6983,1
4.3725,5.7221,1
4.3489,5.7459,1
4.3251,5.7695,1
4.3013,5.7931,1
4.2773,5.8165,1
4.2532,5.8399,1
4.229,5.8631,1
4.2046,5.8863,1
4.1801,5.9093,1
4.1555,5.9323,1
4.1308,5.9551,1
4.1059,5.9779,1
4.081,6.0005,1
4.0559,6.023,1
4.0307,6.0455,1
4.0053,6.0678,1
3.9799,6.09,1
3.9543,6.1121,1
3.9286,6.1342,1
3.9028,6.1561,1
3.8769,6.1779,1
3.8508,6.1996,1
3.8246,6.2211,1
3.7984,6.2426,1
3.772,6.264,1
3.7454,6.2852,1
3.7188,6.3064,1
3.6921,6.3274,1
3.6652,6.3483,1
3.6382,6.3691,1
3.6111,6.3898,1
3.5839,6.4104,1
3.5566,6.4308,1
3.5292,6.4512,1
3.5016,6.4714,1
3.474,6.4915,1
3.4462,6.5115,1
3.4183,6.5314,1
3.3904,6.5511,1
3.3623,6.5707,1
3.3341,6.5903,1
3.3057,6.6096,1
3.2773,6.6289,1
3.2488,6.6481,1
3.2202,6.6671,1
3.1914,6.686,1
3.1626,6.7048,1
3.1336,6.7234,1
3.1046,6.742,1
3.0754,6.7604,1
3.0461,6.7787,1
3.0168,6.7968,1
2.9873,6.8149,1
2.9577,6.8328,1
2.9281,6.8505,1
2.8983,6.8682,1
2.8684,6.8857,1
2.8384,6.9031,1
2.8084,6.9203,1
2.7782,6.9375,1
2.7479,6.9545,1
2.7175,6.9713,1
2.6871,6.9881,1
2.6565,7.0047,1
2.6259,7.0211,1
2.5951,7.0375,1
2.5643,7.0537,1
2.5333,7.0697,1
2.5023,7.0856,1
2.4711,7.1014,1
2.4399,7.1171,1
2.4086,7.1326,1
2.3772,7.148,1
2.3457,7.1632,1
2.3141,7.1783,1
2.2825,7.1933,1
2.2507,7.2081,1
2.2188,7.2228,1
2.1869,7.2373,1
2.1549,7.2517,1
2.1228,7.266,1
2.0906,7.2801,1
2.0583,7.2941,1
2.0259,7.3079,1
1.9935,7.3216,1
1.9609,7.3352,1
1.9283,7.3486,1
1.8956,7.3618,1
1.8628,7.3749,1
1.83,7.3879,1
1.797,7.4007,1
1.764,7.4134,1
1.7309,7.4259,1
1.6977,7.4383,1
1.6645,7.4505,1
1.6312,7.4626,1
1.5978,7.4745,1
1.5643,7.4863,1
1.5307,7.4979,1
1.4971,7.5094,1
1.4634,7.5208,1
1.4296,7.5319,1
1.3958,7.543,1
1.3618,7.5538,1
1.3279,7.5646,1
1.2938,7.5751,1
1.2597,7.5855,1
1.2255,7.5958,1
1.1912,7.6059,1
1.1569,7.6159,1
1.1225,7.6257,1
1.088,7.6353,1
1.0535,7.6448,1
1.0189,7.6541,1
0.98423,7.6633,1
0.94951,7.6723,1
0.91473,7.6812,1
0.87989,7.6899,1
0.84498,7.6984,1
0.81002,7.7068,1
0.775,7.715,1
0.73991,7.7231,1
0.70477,7.731,1
0.66958,7.7388,1
0.63432,7.7463,1
0.59901,7.7538,1
0.56365,7.761,1
0.52823,7.7681,1
0.49276,7.7751,1
0.45724,7.7819,1
0.42166,7.7885,1
0.38603,7.7949,1
0.35035,7.8012,1
0.31463,7.8074,1
0.27885,7.8133,1
0.24302,7.8191,1
0.20715,7.8248,1
0.17123,7.8302,1
0.13527,7.8356,1
0.099256,7.8407,1
0.063201,7.8457,1
0.027102,7.8505,1
-0.0090394,7.8551,1
-0.045223,7.8596,1
-0.081449,7.8639,1
-0.11771,7.8681,1
-0.15402,7.872,1
-0.19037,7.8758,1
-0.22675,7.8795,1
-0.26317,7.883,1
-0.29963,7.8863,1
-0.33612,7.8894,1
-0.37265,7.8924,1
-0.40921,7.8952,1
-0.44581,7.8978,1
-0.48244,7.9003,1
-0.5191,7.9025,1
-0.55579,7.9047,1
-0.59252,7.9066,1
-0.62927,7.9084,1
-0.66605,7.91,1
-0.70286,7.9114,1
-0.7397,7.9127,1
-0.77657,7.9138,1
-0.81346,7.9147,1
-0.85037,7.9155,1
-0.88731,7.916,1
-0.92427,7.9164,1
-0.96126,7.9167,1
-0.99826,7.9167,1
-1.0353,7.9166,1
-1.0723,7.9163,1
-1.1094,7.9159,1
-1.1465,7.9152,1
-1.1836,7.9144,1
-1.2207,7.9134,1
-1.2578,7.9123,1
-1.295,7.9109,1
-1.3322,7.9094,1
-1.3693,7.9078,1
-1.4065,7.9059,1
-1.4437,7.9039,1
-1.481,7.9017,1
-1.5182,7.8993,1
-1.5554,7.8967,1
-1.5927,7.894,1
-1.6299,7.8911,1
-1.6672,7.888,1
-1.7044,7.8848,1
-1.7417,7.8813,1
-1.779,7.8777,1
-1.8162,7.8739,1
-1.8535,7.87,1
-1.8908,7.8658,1
-1.9281,7.8615,1
-1.9654,7.857,1
-2.0027,7.8523,1
-2.0399,7.8475,1
-2.0772,7.8425,1
-2.1145,7.8373,1
-2.1518,7.8319,1
-2.189,7.8263,1
-2.2263,7.8206,1
-2.2636,7.8147,1
-2.3008,7.8086,1
-2.338,7.8023,1
-2.3753,7.7959,1
-2.4125,7.7893,1
